Daily Observed Min/Max Temperature & Precipitation,,,,
,Houston TX - KIAH,,,
Date,Min,Max,Avg,Precip
21-Apr-20,67,86,76.5,-
22-Apr-20,71,84,77.5,-
23-Apr-20,62,88,75,-
24-Apr-20,59,92,75.5,0.11
25-Apr-20,64,81,72.5,-
26-Apr-20,55,86,70.5,-
27-Apr-20,58,84,71,-
28-Apr-20,74,84,79,-
29-Apr-20,62,83,72.5,0.92
30-Apr-20,56,84,70,-
1-May-20,58,86,72,-
2-May-20,63,88,75.5,-
3-May-20,73,89,81,-
4-May-20,72,91,81.5,-
5-May-20,74,93,83.5,-
6-May-20,64,86,75,0.25
7-May-20,60,85,72.5,-
8-May-20,67,92,79.5,-
9-May-20,61,73,67,-
10-May-20,56,82,69,-
11-May-20,58,84,71,-
12-May-20,66,85,75.5,-
13-May-20,72,86,79,0.02
14-May-20,71,89,80,0.02
15-May-20,70,90,80,0.07
16-May-20,68,82,75,0.38
17-May-20,67,88,77.5,0.01
18-May-20,65,94,79.5,-
19-May-20,71,94,82.5,-
20-May-20,72,95,83.5,-
21-May-20,75,91,83,-
22-May-20,74,93,83.5,-
23-May-20,79,92,85.5,-
24-May-20,67,89,78,1.5
25-May-20,66,84,75,0.13
26-May-20,68,89,78.5,0.44
27-May-20,65,90,77.5,0.63
28-May-20,64,89,76.5,-
29-May-20,69,89,79,-
30-May-20,70,89,79.5,-
31-May-20,73,88,80.5,0.11
1-Jun-20,73,85,79,-
2-Jun-20,72,92,82,-
3-Jun-20,72,91,81.5,1.02
4-Jun-20,72,94,83,0.1
5-Jun-20,73,93,83,-
6-Jun-20,74,96,85,0.02
7-Jun-20,75,95,85,-
8-Jun-20,79,95,87,-
9-Jun-20,80,97,88.5,-
10-Jun-20,70,94,82,0.09
11-Jun-20,66,92,79,-
12-Jun-20,66,91,78.5,-
13-Jun-20,69,92,80.5,-
14-Jun-20,68,94,81,-
15-Jun-20,73,94,83.5,-
16-Jun-20,71,94,82.5,-
17-Jun-20,68,94,81,-
