Daily Observed Min/Max Temperature & Precipitation,,,,
,San Francisco CA - KSFO,,,
Date,Min,Max,Avg,Precip
21-Mar-11,46,57,51.5,0.08
22-Mar-11,45,58,51.5,0.04
23-Mar-11,48,56,52,0.42
24-Mar-11,46,52,49,1.48
25-Mar-11,48,58,53,0.02
26-Mar-11,47,58,52.5,0.59
27-Mar-11,45,57,51,0.02
28-Mar-11,46,59,52.5,-
29-Mar-11,47,62,54.5,-
30-Mar-11,51,75,63,-
31-Mar-11,54,80,67,-
1-Apr-11,54,78,66,-
2-Apr-11,50,62,56,-
3-Apr-11,46,63,54.5,-
4-Apr-11,47,74,60.5,-
5-Apr-11,50,61,55.5,-
6-Apr-11,47,59,53,-
7-Apr-11,45,53,49,0.04
8-Apr-11,41,58,49.5,-
9-Apr-11,45,58,51.5,-
10-Apr-11,47,59,53,-
11-Apr-11,49,62,55.5,-
12-Apr-11,47,56,51.5,-
13-Apr-11,46,58,52,-
14-Apr-11,46,61,53.5,-
15-Apr-11,49,65,57,-
16-Apr-11,53,66,59.5,-
17-Apr-11,53,61,57,-
18-Apr-11,53,62,57.5,0.03
19-Apr-11,52,66,59,-
20-Apr-11,53,65,59,0.02
21-Apr-11,49,60,54.5,0.04
22-Apr-11,48,58,53,-
23-Apr-11,49,62,55.5,0.01
24-Apr-11,54,61,57.5,0.03
25-Apr-11,51,62,56.5,0.02
26-Apr-11,49,62,55.5,-
27-Apr-11,49,61,55,-
28-Apr-11,48,61,54.5,-
29-Apr-11,43,64,53.5,-
30-Apr-11,50,69,59.5,-
1-May-11,47,76,61.5,-
2-May-11,50,65,57.5,-
3-May-11,49,69,59,-
4-May-11,52,84,68,-
5-May-11,52,78,65,-
6-May-11,50,60,55,-
7-May-11,51,60,55.5,-
8-May-11,50,61,55.5,-
9-May-11,47,63,55,-
10-May-11,49,62,55.5,-
11-May-11,51,59,55,-
12-May-11,50,63,56.5,-
13-May-11,48,60,54,-
14-May-11,47,58,52.5,0.12
15-May-11,46,60,53,0.02
16-May-11,50,61,55.5,0.09
17-May-11,50,57,53.5,0.11
18-May-11,51,63,57,-
19-May-11,49,68,58.5,-
20-May-11,50,64,57,-
21-May-11,52,62,57,-
22-May-11,51,61,56,-
23-May-11,50,64,57,-
24-May-11,49,62,55.5,-
25-May-11,49,62,55.5,0.01
26-May-11,50,64,57,-
27-May-11,53,63,58,-
28-May-11,50,64,57,-
29-May-11,48,65,56.5,-
30-May-11,50,62,56,-
31-May-11,54,60,57,0.07
1-Jun-11,51,62,56.5,0.15
2-Jun-11,51,63,57,-
3-Jun-11,50,61,55.5,0.16
4-Jun-11,55,66,60.5,0.66
5-Jun-11,55,66,60.5,-
6-Jun-11,55,61,58,-
7-Jun-11,53,67,60,-
8-Jun-11,54,67,60.5,-
9-Jun-11,51,69,60,-
10-Jun-11,53,63,58,-
11-Jun-11,52,60,56,-
12-Jun-11,52,66,59,-
13-Jun-11,53,65,59,-
14-Jun-11,51,76,63.5,-
15-Jun-11,53,71,62,-
16-Jun-11,52,68,60,-
17-Jun-11,51,71,61,-
18-Jun-11,52,69,60.5,-
19-Jun-11,53,79,66,-
20-Jun-11,57,90,73.5,-
21-Jun-11,54,86,70,-
22-Jun-11,52,68,60,-
23-Jun-11,53,66,59.5,-
24-Jun-11,52,70,61,-
25-Jun-11,52,65,58.5,-
26-Jun-11,53,69,61,-
27-Jun-11,53,65,59,-
28-Jun-11,55,62,58.5,0.52
29-Jun-11,54,64,59,-
30-Jun-11,53,69,61,-
1-Jul-11,54,80,67,-
2-Jul-11,53,70,61.5,-
3-Jul-11,56,84,70,-
4-Jul-11,55,69,62,-
5-Jul-11,52,78,65,-
6-Jul-11,52,70,61,-
7-Jul-11,53,69,61,-
8-Jul-11,53,72,62.5,-
9-Jul-11,52,66,59,-
10-Jul-11,53,69,61,-
11-Jul-11,53,63,58,-
12-Jul-11,54,65,59.5,-
13-Jul-11,56,61,58.5,-
14-Jul-11,55,63,59,-
15-Jul-11,55,64,59.5,-
16-Jul-11,56,70,63,-
17-Jul-11,57,67,62,-
18-Jul-11,56,75,65.5,-
19-Jul-11,57,69,63,-
20-Jul-11,56,80,68,-
21-Jul-11,54,74,64,-
22-Jul-11,55,75,65,-
23-Jul-11,55,72,63.5,-
24-Jul-11,56,72,64,-
25-Jul-11,55,66,60.5,-
26-Jul-11,55,70,62.5,-
27-Jul-11,55,73,64,-
28-Jul-11,55,70,62.5,-
29-Jul-11,56,70,63,-
30-Jul-11,58,73,65.5,-
31-Jul-11,58,71,64.5,-
1-Aug-11,56,69,62.5,-
2-Aug-11,54,67,60.5,-
3-Aug-11,52,74,63,-
4-Aug-11,57,64,60.5,-
5-Aug-11,55,71,63,-
6-Aug-11,55,73,64,-
7-Aug-11,56,64,60,-
8-Aug-11,55,66,60.5,-
9-Aug-11,53,69,61,-
10-Aug-11,53,72,62.5,-
11-Aug-11,54,68,61,-
12-Aug-11,54,68,61,-
13-Aug-11,54,71,62.5,-
14-Aug-11,55,71,63,-
15-Aug-11,56,71,63.5,-
16-Aug-11,54,69,61.5,-
17-Aug-11,55,67,61,-
18-Aug-11,55,66,60.5,-
19-Aug-11,55,68,61.5,-
20-Aug-11,56,68,62,-
21-Aug-11,57,68,62.5,-
22-Aug-11,56,67,61.5,-
23-Aug-11,55,85,70,-
24-Aug-11,56,71,63.5,-
25-Aug-11,57,69,63,-
26-Aug-11,56,69,62.5,-
27-Aug-11,54,69,61.5,-
28-Aug-11,53,68,60.5,-
29-Aug-11,55,68,61.5,-
30-Aug-11,56,71,63.5,-
31-Aug-11,54,70,62,-
1-Sep-11,54,71,62.5,-
2-Sep-11,55,74,64.5,-
3-Sep-11,54,67,60.5,-
4-Sep-11,55,66,60.5,-
5-Sep-11,53,65,59,-
6-Sep-11,52,73,62.5,-
7-Sep-11,52,86,69,-
8-Sep-11,53,65,59,-
9-Sep-11,54,68,61,-
10-Sep-11,56,74,65,-
11-Sep-11,61,73,67,-
12-Sep-11,60,69,64.5,-
13-Sep-11,57,70,63.5,-
14-Sep-11,56,66,61,-
15-Sep-11,57,68,62.5,-
16-Sep-11,56,66,61,-
17-Sep-11,52,72,62,-
18-Sep-11,55,81,68,-
19-Sep-11,57,88,72.5,-
20-Sep-11,57,86,71.5,-
21-Sep-11,54,78,66,-
22-Sep-11,54,75,64.5,-
23-Sep-11,55,78,66.5,-
24-Sep-11,56,69,62.5,-
25-Sep-11,55,70,62.5,0.01
26-Sep-11,53,73,63,-
27-Sep-11,55,82,68.5,-
28-Sep-11,61,90,75.5,-
29-Sep-11,57,77,67,-
30-Sep-11,61,72,66.5,-
1-Oct-11,61,73,67,-
2-Oct-11,57,72,64.5,-
3-Oct-11,55,66,60.5,0.16
4-Oct-11,57,66,61.5,0.25
5-Oct-11,53,64,58.5,0.69
6-Oct-11,54,64,59,0.02
7-Oct-11,50,68,59,-
8-Oct-11,52,70,61,-
9-Oct-11,53,67,60,-
10-Oct-11,60,67,63.5,0.06
11-Oct-11,59,73,66,-
12-Oct-11,57,78,67.5,-
13-Oct-11,59,83,71,-
14-Oct-11,60,83,71.5,-
15-Oct-11,60,72,66,-
16-Oct-11,59,72,65.5,-
17-Oct-11,56,79,67.5,-
18-Oct-11,56,66,61,-
19-Oct-11,57,64,60.5,-
20-Oct-11,54,64,59,-
21-Oct-11,53,71,62,-
22-Oct-11,54,82,68,-
23-Oct-11,57,80,68.5,-
24-Oct-11,55,70,62.5,-
25-Oct-11,51,65,58,-
26-Oct-11,47,69,58,-
27-Oct-11,48,72,60,-
28-Oct-11,50,70,60,-
29-Oct-11,49,74,61.5,-
30-Oct-11,52,74,63,-
31-Oct-11,53,71,62,-
1-Nov-11,51,71,61,-
2-Nov-11,54,72,63,-
3-Nov-11,48,60,54,0.02
4-Nov-11,46,57,51.5,0.2
5-Nov-11,48,57,52.5,0.23
6-Nov-11,48,59,53.5,-
7-Nov-11,46,60,53,-
8-Nov-11,43,61,52,-
9-Nov-11,43,62,52.5,-
10-Nov-11,45,63,54,-
